origin,destination,airline,date,price,days_until_departure
LYS,BSK,AH,2025-05-18,977,-1
LYS,CZL,AH,2025-05-18,991,-1
LYS,ORN,AH,2025-05-18,604,-1
LYS,QSF,AH,2025-05-18,496,-1
LYS,TLM,AH,2025-05-18,482,-1
MAD,ALG,AH,2025-05-18,410,-1
MLH,CZL,AH,2025-05-18,1086,-1
MRS,AAE,AH,2025-05-18,552,-1
MRS,ALG,AH,2025-05-18,1069,-1
MRS,BJA,AH,2025-05-18,694,-1
MRS,BLJ,AH,2025-05-18,779,-1
MRS,CFK,AH,2025-05-18,520,-1
MRS,CZL,AH,2025-05-18,1025,-1
MRS,ORN,AH,2025-05-18,268,-1
MRS,QSF,AH,2025-05-18,115,-1
MRS,TLM,AH,2025-05-18,893,-1
MUW,ALG,AH,2025-05-18,907,-1
MUW,TID,AH,2025-05-18,240,-1
MXP,ALG,AH,2025-05-18,1113,-1
MZW,ALG,AH,2025-05-18,1012,-1
NCE,ALG,AH,2025-05-18,1027,-1
NCE,CZL,AH,2025-05-18,674,-1
NIM,ALG,AH,2025-05-18,564,-1
OGX,ALG,AH,2025-05-18,711,-1
OGX,AZR,AH,2025-05-18,1181,-1
OGX,ELG,AH,2025-05-18,446,-1
OGX,IAM,AH,2025-05-18,994,-1
OGX,ORN,AH,2025-05-18,571,-1
ORN,AAE,AH,2025-05-18,267,-1
ORN,ALC,AH,2025-05-18,189,-1
ORN,ALG,AH,2025-05-18,1104,-1
ORN,AZR,AH,2025-05-18,470,-1
ORN,BCN,AH,2025-05-18,1149,-1
ORN,CBH,AH,2025-05-18,879,-1
ORN,CDG,AH,2025-05-18,552,-1
ORN,CMN,AH,2025-05-18,602,-1
ORN,CZL,AH,2025-05-18,1041,-1
ORN,GHA,AH,2025-05-18,672,-1
ORN,HME,AH,2025-05-18,546,-1
ORN,IST,AH,2025-05-18,1141,-1
ORN,LIL,AH,2025-05-18,261,-1
ORN,LYS,AH,2025-05-18,445,-1
ORN,MRS,AH,2025-05-18,811,-1
ORN,OGX,AH,2025-05-18,266,-1
ORN,ORY,AH,2025-05-18,945,-1
ORN,TLS,AH,2025-05-18,278,-1
ORY,AAE,AH,2025-05-18,823,-1
ORY,ALG,AH,2025-05-18,704,-1
ORY,BJA,AH,2025-05-18,1200,-1
ORY,BLJ,AH,2025-05-18,152,-1
ORY,BSK,AH,2025-05-18,1026,-1
ORY,CZL,AH,2025-05-18,885,-1
ORY,ORN,AH,2025-05-18,1122,-1
ORY,QSF,AH,2025-05-18,1196,-1
ORY,TLM,AH,2025-05-18,1017,-1
OUA,ALG,AH,2025-05-18,448,-1
PEK,ALG,AH,2025-05-18,357,-1
PMI,ALG,AH,2025-05-18,196,-1
QSF,ALG,AH,2025-05-18,1074,-1
QSF,LYS,AH,2025-05-18,743,-1
QSF,MRS,AH,2025-05-18,973,-1
QSF,ORY,AH,2025-05-18,567,-1
SVO,ALG,AH,2025-05-18,827,-1
TEE,ALG,AH,2025-05-18,1102,-1
TGR,ALG,AH,2025-05-18,339,-1
TID,ALG,AH,2025-05-18,1056,-1
TIP,ALG,AH,2025-05-18,121,-1
TLM,ALG,AH,2025-05-18,793,-1
TLM,LYS,AH,2025-05-18,592,-1
TLM,MRS,AH,2025-05-18,104,-1
TLM,ORY,AH,2025-05-18,697,-1
TLS,ALG,AH,2025-05-18,455,-1
TLS,ORN,AH,2025-05-18,611,-1
TMR,ALG,AH,2025-05-18,249,-1
TMR,ELG,AH,2025-05-18,952,-1
TMR,GHA,AH,2025-05-18,465,-1
TMR,INZ,AH,2025-05-18,456,-1
TUN,ALG,AH,2025-05-18,542,-1
VIE,ALG,AH,2025-05-18,119,-1
YUL,ALG,AH,2025-05-18,1132,-1
ADD,BOM,AI,2025-05-18,375,-1
ADD,DEL,AI,2025-05-18,411,-1
AGR,BOM,AI,2025-05-18,363,-1
AGR,HJR,AI,2025-05-18,365,-1
AGX,COK,AI,2025-05-18,713,-1
AJL,CCU,AI,2025-05-18,511,-1
AJL,IMF,AI,2025-05-18,466,-1
AMD,BOM,AI,2025-05-18,331,-1
AMD,DEL,AI,2025-05-18,841,-1
AMD,HYD,AI,2025-05-18,218,-1
AMD,KWI,AI,2025-05-18,816,-1
ATQ,DEL,AI,2025-05-18,757,-1
AUH,BOM,AI,2025-05-18,910,-1
AUH,DEL,AI,2025-05-18,235,-1
BAH,AUH,AI,2025-05-18,346,-1
BBI,BOM,AI,2025-05-18,661,-1
BBI,DEL,AI,2025-05-18,116,-1
BBI,IXZ,AI,2025-05-18,526,-1
BDQ,DEL,AI,2025-05-18,1012,-1
BHO,BOM,AI,2025-05-18,1155,-1
BHO,DEL,AI,2025-05-18,858,-1
BHX,DEL,AI,2025-05-18,585,-1
BKK,BOM,AI,2025-05-18,1173,-1
BKK,DEL,AI,2025-05-18,796,-1
BKK,SIN,AI,2025-05-18,555,-1
BLR,BOM,AI,2025-05-18,584,-1
BLR,CCU,AI,2025-05-18,252,-1
BLR,COK,AI,2025-05-18,766,-1
BLR,DEL,AI,2025-05-18,522,-1
BLR,FRA,AI,2025-05-18,698,-1
BLR,GOI,AI,2025-05-18,570,-1
BLR,HYD,AI,2025-05-18,560,-1
BLR,IXE,AI,2025-05-18,1117,-1
BLR,MAA,AI,2025-05-18,602,-1
BLR,TRV,AI,2025-05-18,676,-1
BOM,ADD,AI,2025-05-18,1196,-1
BOM,AGR,AI,2025-05-18,512,-1
BOM,AMD,AI,2025-05-18,1075,-1
BOM,AUH,AI,2025-05-18,488,-1
BOM,BBI,AI,2025-05-18,1018,-1
BOM,BHO,AI,2025-05-18,672,-1
BOM,BKK,AI,2025-05-18,510,-1
BOM,BLR,AI,2025-05-18,571,-1
BOM,CAI,AI,2025-05-18,983,-1
BOM,CCU,AI,2025-05-18,677,-1
BOM,CJB,AI,2025-05-18,702,-1
BOM,CMB,AI,2025-05-18,252,-1
BOM,COK,AI,2025-05-18,553,-1
BOM,DEL,AI,2025-05-18,963,-1
BOM,DXB,AI,2025-05-18,355,-1
BOM,EWR,AI,2025-05-18,776,-1
BOM,FRA,AI,2025-05-18,830,-1
BOM,GOI,AI,2025-05-18,475,-1
BOM,GWL,AI,2025-05-18,683,-1
BOM,HYD,AI,2025-05-18,686,-1
BOM,IDR,AI,2025-05-18,554,-1
BOM,IST,AI,2025-05-18,789,-1
BOM,IXD,AI,2025-05-18,880,-1
BOM,IXE,AI,2025-05-18,1198,-1
BOM,IXU,AI,2025-05-18,231,-1
BOM,JAI,AI,2025-05-18,416,-1
BOM,JDH,AI,2025-05-18,153,-1
BOM,JED,AI,2025-05-18,572,-1
BOM,JGA,AI,2025-05-18,1095,-1
BOM,JNB,AI,2025-05-18,825,-1
BOM,LHR,AI,2025-05-18,1094,-1
BOM,LKO,AI,2025-05-18,208,-1
BOM,MAA,AI,2025-05-18,967,-1
BOM,MCT,AI,2025-05-18,562,-1
BOM,MRU,AI,2025-05-18,614,-1
BOM,MUC,AI,2025-05-18,443,-1
BOM,NAG,AI,2025-05-18,632,-1
BOM,RAJ,AI,2025-05-18,204,-1
BOM,RPR,AI,2025-05-18,225,-1
BOM,RUH,AI,2025-05-18,596,-1
BOM,TRV,AI,2025-05-18,216,-1
BOM,UDR,AI,2025-05-18,734,-1
BOM,VNS,AI,2025-05-18,712,-1
BOM,ZRH,AI,2025-05-18,1127,-1
CAI,BOM,AI,2025-05-18,602,-1
CCJ,CJB,AI,2025-05-18,170,-1
CCJ,COK,AI,2025-05-18,361,-1
CCJ,DXB,AI,2025-05-18,991,-1
CCJ,JED,AI,2025-05-18,387,-1
CCJ,RUH,AI,2025-05-18,898,-1
CCJ,SHJ,AI,2025-05-18,244,-1
CCU,AJL,AI,2025-05-18,154,-1
CCU,BLR,AI,2025-05-18,1141,-1
CCU,BOM,AI,2025-05-18,122,-1
CCU,DAC,AI,2025-05-18,422,-1
CCU,DEL,AI,2025-05-18,400,-1
CCU,DIB,AI,2025-05-18,315,-1
CCU,DMU,AI,2025-05-18,220,-1
CCU,GAU,AI,2025-05-18,683,-1
CCU,HYD,AI,2025-05-18,938,-1
CCU,IMF,AI,2025-05-18,682,-1
CCU,IXA,AI,2025-05-18,697,-1
CCU,IXB,AI,2025-05-18,488,-1
CCU,IXS,AI,2025-05-18,666,-1
CCU,IXZ,AI,2025-05-18,896,-1
CCU,KTM,AI,2025-05-18,1050,-1
CCU,MAA,AI,2025-05-18,1112,-1
CCU,RGN,AI,2025-05-18,1163,-1
CCU,SHL,AI,2025-05-18,150,-1
CCU,SIN,AI,2025-05-18,1012,-1
CDG,DEL,AI,2025-05-18,409,-1
CJB,BOM,AI,2025-05-18,613,-1
CJB,CCJ,AI,2025-05-18,434,-1
CMB,BOM,AI,2025-05-18,448,-1
CMB,DEL,AI,2025-05-18,924,-1
CMB,MAA,AI,2025-05-18,722,-1
COK,AGX,AI,2025-05-18,139,-1
COK,BLR,AI,2025-05-18,799,-1
COK,BOM,AI,2025-05-18,528,-1
COK,CCJ,AI,2025-05-18,212,-1
COK,DEL,AI,2025-05-18,902,-1
COK,MAA,AI,2025-05-18,936,-1
COK,SHJ,AI,2025-05-18,268,-1
COK,TRV,AI,2025-05-18,290,-1
DAC,CCU,AI,2025-05-18,888,-1
DAC,DEL,AI,2025-05-18,1146,-1
DED,DEL,AI,2025-05-18,290,-1
DED,LKO,AI,2025-05-18,691,-1
DEL,ADD,AI,2025-05-18,1082,-1
DEL,AMD,AI,2025-05-18,861,-1
DEL,ATQ,AI,2025-05-18,1052,-1
DEL,BAH,AI,2025-05-18,861,-1
DEL,BBI,AI,2025-05-18,801,-1
DEL,BDQ,AI,2025-05-18,1166,-1
DEL,BHO,AI,2025-05-18,580,-1
DEL,BHX,AI,2025-05-18,178,-1
DEL,BKK,AI,2025-05-18,810,-1
DEL,BLR,AI,2025-05-18,306,-1
DEL,BOM,AI,2025-05-18,389,-1
DEL,CCU,AI,2025-05-18,460,-1
DEL,CDG,AI,2025-05-18,450,-1
DEL,CMB,AI,2025-05-18,243,-1
DEL,COK,AI,2025-05-18,1153,-1
DEL,DAC,AI,2025-05-18,656,-1
DEL,DED,AI,2025-05-18,1077,-1
DEL,DHM,AI,2025-05-18,792,-1
DEL,DMM,AI,2025-05-18,435,-1
DEL,DXB,AI,2025-05-18,743,-1
DEL,FRA,AI,2025-05-18,229,-1
DEL,GAU,AI,2025-05-18,408,-1
DEL,HKG,AI,2025-05-18,794,-1
DEL,HYD,AI,2025-05-18,439,-1
DEL,ICN,AI,2025-05-18,648,-1
DEL,IDR,AI,2025-05-18,360,-1
DEL,IST,AI,2025-05-18,363,-1
DEL,IXB,AI,2025-05-18,1046,-1
DEL,IXC,AI,2025-05-18,564,-1
DEL,IXD,AI,2025-05-18,634,-1
DEL,IXJ,AI,2025-05-18,1101,-1
DEL,IXL,AI,2025-05-18,269,-1
DEL,IXR,AI,2025-05-18,1138,-1
DEL,IXU,AI,2025-05-18,162,-1
DEL,JAI,AI,2025-05-18,658,-1
DEL,JDH,AI,2025-05-18,921,-1
DEL,JED,AI,2025-05-18,877,-1
DEL,JFK,AI,2025-05-18,821,-1
DEL,JLR,AI,2025-05-18,1079,-1
DEL,KBL,AI,2025-05-18,559,-1
DEL,KNU,AI,2025-05-18,963,-1
DEL,KTM,AI,2025-05-18,298,-1
DEL,KUU,AI,2025-05-18,805,-1
DEL,LHR,AI,2025-05-18,1149,-1
DEL,LKO,AI,2025-05-18,849,-1
DEL,LUH,AI,2025-05-18,164,-1
DEL,MAA,AI,2025-05-18,892,-1
DEL,MCT,AI,2025-05-18,268,-1
DEL,MEL,AI,2025-05-18,528,-1
DEL,MRU,AI,2025-05-18,782,-1
DEL,MUC,AI,2025-05-18,845,-1
DEL,NAG,AI,2025-05-18,327,-1
DEL,NRT,AI,2025-05-18,432,-1
DEL,ORD,AI,2025-05-18,993,-1
DEL,PAT,AI,2025-05-18,174,-1
DEL,PNQ,AI,2025-05-18,286,-1
DEL,PVG,AI,2025-05-18,773,-1
DEL,RUH,AI,2025-05-18,1190,-1
DEL,SIN,AI,2025-05-18,597,-1
DEL,STV,AI,2025-05-18,1011,-1
DEL,SXR,AI,2025-05-18,897,-1
DEL,SYD,AI,2025-05-18,692,-1
DEL,UDR,AI,2025-05-18,225,-1
DEL,VIE,AI,2025-05-18,661,-1
DEL,VNS,AI,2025-05-18,693,-1
DEL,VTZ,AI,2025-05-18,235,-1
DEL,ZRH,AI,2025-05-18,764,-1
DHM,DEL,AI,2025-05-18,724,-1
DIB,CCU,AI,2025-05-18,288,-1
DIB,DMU,AI,2025-05-18,601,-1
DMM,DEL,AI,2025-05-18,925,-1
DMU,CCU,AI,2025-05-18,465,-1
DMU,DIB,AI,2025-05-18,348,-1
DXB,BOM,AI,2025-05-18,509,-1
DXB,CCJ,AI,2025-05-18,480,-1
DXB,DEL,AI,2025-05-18,911,-1
DXB,GOI,AI,2025-05-18,644,-1
EWR,BOM,AI,2025-05-18,183,-1
FRA,BLR,AI,2025-05-18,131,-1
FRA,BOM,AI,2025-05-18,805,-1
FRA,DEL,AI,2025-05-18,1062,-1
FRA,MAA,AI,2025-05-18,263,-1
FRA,PNQ,AI,2025-05-18,935,-1
GAU,CCU,AI,2025-05-18,780,-1
GAU,DEL,AI,2025-05-18,1081,-1
GAU,IMF,AI,2025-05-18,964,-1
GAU,IXS,AI,2025-05-18,933,-1
GOI,BLR,AI,2025-05-18,942,-1
GOI,BOM,AI,2025-05-18,536,-1
GOI,DXB,AI,2025-05-18,1106,-1
GOI,KWI,AI,2025-05-18,255,-1
GOI,MAA,AI,2025-05-18,947,-1
GOI,PNQ,AI,2025-05-18,759,-1
GWL,BOM,AI,2025-05-18,722,-1
HJR,VNS,AI,2025-05-18,298,-1
HKG,DEL,AI,2025-05-18,407,-1
HKG,ICN,AI,2025-05-18,869,-1
HKG,KIX,AI,2025-05-18,1133,-1
HKG,SFO,AI,2025-05-18,1073,-1
HKG,SIN,AI,2025-05-18,720,-1
HYD,AMD,AI,2025-05-18,230,-1
HYD,BLR,AI,2025-05-18,125,-1
HYD,BOM,AI,2025-05-18,723,-1
HYD,CCU,AI,2025-05-18,868,-1
HYD,DEL,AI,2025-05-18,587,-1
HYD,JED,AI,2025-05-18,315,-1
HYD,MAA,AI,2025-05-18,951,-1
HYD,MCT,AI,2025-05-18,1071,-1
HYD,PNQ,AI,2025-05-18,619,-1
HYD,SHJ,AI,2025-05-18,592,-1
HYD,TIR,AI,2025-05-18,383,-1
HYD,VGA,AI,2025-05-18,661,-1
HYD,VTZ,AI,2025-05-18,301,-1
ICN,DEL,AI,2025-05-18,870,-1
ICN,HKG,AI,2025-05-18,1008,-1
ICN,SFO,AI,2025-05-18,119,-1
ICN,SIN,AI,2025-05-18,269,-1
IDR,BOM,AI,2025-05-18,836,-1
IDR,DEL,AI,2025-05-18,411,-1
IMF,AJL,AI,2025-05-18,362,-1
IMF,CCU,AI,2025-05-18,711,-1
IMF,GAU,AI,2025-05-18,223,-1
IMF,IXS,AI,2025-05-18,964,-1
IST,BOM,AI,2025-05-18,950,-1
IST,DEL,AI,2025-05-18,429,-1
IXA,CCU,AI,2025-05-18,555,-1
IXB,CCU,AI,2025-05-18,556,-1
IXB,DEL,AI,2025-05-18,1041,-1
IXC,DEL,AI,2025-05-18,148,-1
IXD,BOM,AI,2025-05-18,594,-1
IXD,DEL,AI,2025-05-18,1042,-1
IXE,BLR,AI,2025-05-18,742,-1
IXE,BOM,AI,2025-05-18,836,-1
IXJ,DEL,AI,2025-05-18,583,-1
IXJ,IXL,AI,2025-05-18,937,-1
IXJ,SXR,AI,2025-05-18,498,-1
IXL,DEL,AI,2025-05-18,963,-1
IXL,IXJ,AI,2025-05-18,295,-1
IXL,SXR,AI,2025-05-18,821,-1
IXM,MAA,AI,2025-05-18,1164,-1
IXR,DEL,AI,2025-05-18,178,-1
IXS,CCU,AI,2025-05-18,793,-1
IXS,GAU,AI,2025-05-18,818,-1
IXS,IMF,AI,2025-05-18,1170,-1
IXU,BOM,AI,2025-05-18,1164,-1
IXU,DEL,AI,2025-05-18,311,-1
IXZ,CCU,AI,2025-05-18,665,-1
IXZ,DEL,AI,2025-05-18,624,-1
IXZ,MAA,AI,2025-05-18,609,-1
JAI,BOM,AI,2025-05-18,664,-1
JAI,DEL,AI,2025-05-18,639,-1
JDH,BOM,AI,2025-05-18,531,-1
JDH,DEL,AI,2025-05-18,773,-1
JED,BOM,AI,2025-05-18,833,-1
JED,CCJ,AI,2025-05-18,321,-1
JED,DEL,AI,2025-05-18,499,-1
JED,HYD,AI,2025-05-18,327,-1
JFK,DEL,AI,2025-05-18,295,-1
JFK,LHR,AI,2025-05-18,885,-1
JGA,BOM,AI,2025-05-18,1191,-1
JLR,DEL,AI,2025-05-18,1183,-1
JNB,BOM,AI,2025-05-18,671,-1
KBL,DEL,AI,2025-05-18,1054,-1
KIX,HKG,AI,2025-05-18,882,-1
KNU,DEL,AI,2025-05-18,130,-1
KTM,CCU,AI,2025-05-18,1102,-1
KTM,DEL,AI,2025-05-18,564,-1
KTM,VNS,AI,2025-05-18,219,-1
KUL,SIN,AI,2025-05-18,839,-1
KUU,DEL,AI,2025-05-18,138,-1
KWI,AMD,AI,2025-05-18,689,-1
KWI,GOI,AI,2025-05-18,780,-1
LAX,NRT,AI,2025-05-18,476,-1
LHR,BOM,AI,2025-05-18,234,-1
LHR,DEL,AI,2025-05-18,522,-1
LHR,JFK,AI,2025-05-18,563,-1
LKO,BOM,AI,2025-05-18,1020,-1
LKO,DED,AI,2025-05-18,1134,-1
LKO,DEL,AI,2025-05-18,109,-1
LUH,DEL,AI,2025-05-18,359,-1
MAA,BLR,AI,2025-05-18,1025,-1
MAA,BOM,AI,2025-05-18,1028,-1
MAA,CCU,AI,2025-05-18,717,-1
MAA,CMB,AI,2025-05-18,1089,-1
MAA,COK,AI,2025-05-18,328,-1
MAA,DEL,AI,2025-05-18,493,-1
MAA,FRA,AI,2025-05-18,1146,-1
MAA,GOI,AI,2025-05-18,369,-1
MAA,HYD,AI,2025-05-18,247,-1
MAA,IXM,AI,2025-05-18,338,-1
MAA,IXZ,AI,2025-05-18,236,-1
MAA,MCT,AI,2025-05-18,368,-1
MAA,MRU,AI,2025-05-18,485,-1
MAA,SHJ,AI,2025-05-18,548,-1
MAA,SIN,AI,2025-05-18,1139,-1
MAA,TRV,AI,2025-05-18,1008,-1
MCT,BOM,AI,2025-05-18,626,-1
MCT,DEL,AI,2025-05-18,545,-1
MCT,HYD,AI,2025-05-18,511,-1
MCT,MAA,AI,2025-05-18,249,-1
MEL,DEL,AI,2025-05-18,1019,-1
MEL,SYD,AI,2025-05-18,821,-1
MLE,TRV,AI,2025-05-18,455,-1
MRU,BLR,AI,2025-05-18,594,-1
MRU,BOM,AI,2025-05-18,950,-1
MRU,DEL,AI,2025-05-18,1144,-1
MUC,BOM,AI,2025-05-18,1033,-1
MUC,DEL,AI,2025-05-18,1031,-1
NAG,BOM,AI,2025-05-18,702,-1
NAG,RPR,AI,2025-05-18,1004,-1
NRT,DEL,AI,2025-05-18,400,-1
NRT,LAX,AI,2025-05-18,174,-1
NRT,SIN,AI,2025-05-18,354,-1
ORD,DEL,AI,2025-05-18,1134,-1
PAT,DEL,AI,2025-05-18,1059,-1
PNQ,DEL,AI,2025-05-18,950,-1
PNQ,GOI,AI,2025-05-18,1197,-1
PNQ,HYD,AI,2025-05-18,197,-1
PVG,DEL,AI,2025-05-18,1059,-1
RAJ,BOM,AI,2025-05-18,145,-1
RGN,CCU,AI,2025-05-18,897,-1
RPR,DEL,AI,2025-05-18,297,-1
RPR,VTZ,AI,2025-05-18,1108,-1
RUH,BOM,AI,2025-05-18,597,-1
RUH,CCJ,AI,2025-05-18,743,-1
RUH,DEL,AI,2025-05-18,709,-1
RUH,TRV,AI,2025-05-18,218,-1
SFO,HKG,AI,2025-05-18,902,-1
SFO,ICN,AI,2025-05-18,804,-1
SHJ,CCJ,AI,2025-05-18,925,-1
SHJ,COK,AI,2025-05-18,1064,-1
SHJ,HYD,AI,2025-05-18,767,-1
SHJ,MAA,AI,2025-05-18,1025,-1
SHJ,TRV,AI,2025-05-18,300,-1
SHL,CCU,AI,2025-05-18,1098,-1
SIN,BKK,AI,2025-05-18,960,-1
SIN,CCU,AI,2025-05-18,475,-1
SIN,DEL,AI,2025-05-18,1054,-1
SIN,HKG,AI,2025-05-18,938,-1
SIN,ICN,AI,2025-05-18,769,-1
SIN,KUL,AI,2025-05-18,475,-1
SIN,MAA,AI,2025-05-18,635,-1
SIN,NRT,AI,2025-05-18,724,-1
STV,DEL,AI,2025-05-18,1014,-1
SXR,DEL,AI,2025-05-18,155,-1
SXR,IXJ,AI,2025-05-18,296,-1
SXR,IXL,AI,2025-05-18,345,-1
SYD,DEL,AI,2025-05-18,120,-1
SYD,MEL,AI,2025-05-18,238,-1
TIR,HYD,AI,2025-05-18,1001,-1
TRV,BLR,AI,2025-05-18,1142,-1
TRV,BOM,AI,2025-05-18,721,-1
TRV,COK,AI,2025-05-18,637,-1
TRV,MAA,AI,2025-05-18,1104,-1
TRV,MLE,AI,2025-05-18,909,-1
TRV,RUH,AI,2025-05-18,415,-1
TRV,SHJ,AI,2025-05-18,558,-1
UDR,BOM,AI,2025-05-18,669,-1
UDR,DEL,AI,2025-05-18,1070,-1
VGA,HYD,AI,2025-05-18,735,-1
VIE,DEL,AI,2025-05-18,337,-1
VNS,AGR,AI,2025-05-18,519,-1
VNS,BOM,AI,2025-05-18,956,-1
VNS,DEL,AI,2025-05-18,709,-1
VNS,KTM,AI,2025-05-18,796,-1
VTZ,BOM,AI,2025-05-18,360,-1
VTZ,DEL,AI,2025-05-18,523,-1
VTZ,HYD,AI,2025-05-18,860,-1
ZRH,BOM,AI,2025-05-18,776,-1
ZRH,DEL,AI,2025-05-18,924,-1
AOR,KUL,AK,2025-05-18,611,-1
BDO,KUL,AK,2025-05-18,102,-1
BKI,CAN,AK,2025-05-18,731,-1
BKI,CGK,AK,2025-05-18,758,-1
BKI,HGH,AK,2025-05-18,777,-1
BKI,HKG,AK,2025-05-18,216,-1
BKI,JHB,AK,2025-05-18,594,-1
BKI,KBR,AK,2025-05-18,1088,-1
BKI,KCH,AK,2025-05-18,943,-1
BKI,KUL,AK,2025-05-18,982,-1
BKI,MYY,AK,2025-05-18,1053,-1
BKI,PEN,AK,2025-05-18,613,-1
BKI,SDK,AK,2025-05-18,494,-1
BKI,SIN,AK,2025-05-18,214,-1
BKI,SZX,AK,2025-05-18,950,-1
BKI,TPE,AK,2025-05-18,195,-1
BKI,TWU,AK,2025-05-18,1057,-1
BLR,KUL,AK,2025-05-18,111,-1
BPN,KUL,AK,2025-05-18,869,-1
BTJ,KUL,AK,2025-05-18,716,-1
BTU,KCH,AK,2025-05-18,809,-1
BTU,KUL,AK,2025-05-18,854,-1
BWN,KUL,AK,2025-05-18,684,-1
CAN,BKI,AK,2025-05-18,1200,-1
CAN,KUL,AK,2025-05-18,771,-1
CCU,KUL,AK,2025-05-18,972,-1
CGK,BKI,AK,2025-05-18,1143,-1
CGK,KUL,AK,2025-05-18,544,-1
CNX,KUL,AK,2025-05-18,1186,-1
COK,KUL,AK,2025-05-18,1134,-1
DMK,KUL,AK,2025-05-18,402,-1
DPS,KUL,AK,2025-05-18,811,-1
HAN,KUL,AK,2025-05-18,381,-1
HDY,KUL,AK,2025-05-18,573,-1
HGH,BKI,AK,2025-05-18,845,-1
HKG,BKI,AK,2025-05-18,900,-1
HKG,KUL,AK,2025-05-18,319,-1
HKT,KUL,AK,2025-05-18,861,-1
JHB,BKI,AK,2025-05-18,100,-1
JHB,KBR,AK,2025-05-18,945,-1
JHB,KCH,AK,2025-05-18,646,-1
JHB,KUL,AK,2025-05-18,647,-1
JHB,MYY,AK,2025-05-18,534,-1
JHB,PEN,AK,2025-05-18,234,-1
JHB,SBW,AK,2025-05-18,824,-1
JHB,TWU,AK,2025-05-18,1062,-1
JOG,KUL,AK,2025-05-18,327,-1
KBR,BKI,AK,2025-05-18,672,-1
KBR,JHB,AK,2025-05-18,217,-1
KBR,KCH,AK,2025-05-18,1076,-1
KBR,KUL,AK,2025-05-18,156,-1
KBR,SIN,AK,2025-05-18,198,-1
KBV,KUL,AK,2025-05-18,690,-1
KCH,BKI,AK,2025-05-18,309,-1
KCH,BTU,AK,2025-05-18,1073,-1
KCH,JHB,AK,2025-05-18,824,-1
KCH,KBR,AK,2025-05-18,900,-1
KCH,KUL,AK,2025-05-18,1028,-1
KCH,LGK,AK,2025-05-18,164,-1
KCH,MYY,AK,2025-05-18,1166,-1
KCH,PEN,AK,2025-05-18,1078,-1
KCH,SBW,AK,2025-05-18,623,-1
KCH,SIN,AK,2025-05-18,794,-1
KLO,KUL,AK,2025-05-18,1035,-1
KMG,KUL,AK,2025-05-18,1014,-1
KUL,AOR,AK,2025-05-18,429,-1
KUL,BDO,AK,2025-05-18,531,-1
KUL,BKI,AK,2025-05-18,769,-1
KUL,BLR,AK,2025-05-18,957,-1
KUL,BPN,AK,2025-05-18,1108,-1
KUL,BTJ,AK,2025-05-18,390,-1
KUL,BTU,AK,2025-05-18,1182,-1
KUL,BWN,AK,2025-05-18,482,-1
KUL,CAN,AK,2025-05-18,696,-1
KUL,CCU,AK,2025-05-18,705,-1
KUL,CGK,AK,2025-05-18,199,-1
KUL,CNX,AK,2025-05-18,758,-1
KUL,COK,AK,2025-05-18,141,-1
KUL,DMK,AK,2025-05-18,234,-1
KUL,DPS,AK,2025-05-18,792,-1
KUL,HAN,AK,2025-05-18,858,-1
KUL,HDY,AK,2025-05-18,263,-1
KUL,HKG,AK,2025-05-18,222,-1
KUL,HKT,AK,2025-05-18,1005,-1
KUL,JHB,AK,2025-05-18,674,-1
KUL,JOG,AK,2025-05-18,737,-1
KUL,KBR,AK,2025-05-18,592,-1
KUL,KBV,AK,2025-05-18,354,-1
KUL,KCH,AK,2025-05-18,268,-1
KUL,KLO,AK,2025-05-18,1104,-1
KUL,KMG,AK,2025-05-18,921,-1
KUL,KWL,AK,2025-05-18,307,-1
KUL,LBU,AK,2025-05-18,661,-1
KUL,LGK,AK,2025-05-18,240,-1
KUL,LOP,AK,2025-05-18,391,-1
KUL,MAA,AK,2025-05-18,927,-1
KUL,MFM,AK,2025-05-18,818,-1
KUL,MYY,AK,2025-05-18,833,-1
KUL,NNG,AK,2025-05-18,441,-1
KUL,PDG,AK,2025-05-18,1012,-1
KUL,PEN,AK,2025-05-18,1133,-1
KUL,PKU,AK,2025-05-18,139,-1
KUL,PLM,AK,2025-05-18,378,-1
KUL,PNH,AK,2025-05-18,154,-1
KUL,REP,AK,2025-05-18,305,-1
KUL,RGN,AK,2025-05-18,918,-1
KUL,SBW,AK,2025-05-18,395,-1
KUL,SDK,AK,2025-05-18,948,-1
KUL,SGN,AK,2025-05-18,363,-1
KUL,SIN,AK,2025-05-18,446,-1
KUL,SOC,AK,2025-05-18,320,-1
KUL,SRG,AK,2025-05-18,822,-1
KUL,SUB,AK,2025-05-18,1091,-1
KUL,SZX,AK,2025-05-18,613,-1
KUL,TGG,AK,2025-05-18,1167,-1
KUL,TRZ,AK,2025-05-18,915,-1
KUL,TWU,AK,2025-05-18,948,-1
KUL,UPG,AK,2025-05-18,488,-1
KUL,URT,AK,2025-05-18,1172,-1
KUL,VTE,AK,2025-05-18,167,-1
KWL,KUL,AK,2025-05-18,785,-1
LBU,KUL,AK,2025-05-18,209,-1
LGK,KCH,AK,2025-05-18,420,-1
LGK,KUL,AK,2025-05-18,321,-1
LGK,PEN,AK,2025-05-18,257,-1
LGK,SIN,AK,2025-05-18,127,-1
LOP,KUL,AK,2025-05-18,129,-1
MAA,KUL,AK,2025-05-18,129,-1
